LAYER,GM_TYPE,PHH_ID,Type,Pop2016,TDwell2016,URDwell206,DBUID_Idid,HEXUID_IdU,Pruid_Prid,Latitude,Longitude,ONS_ID,ONS_Name,ONS_Region,status,walkscore,description,updated,snapped_lat,snapped_lon,bike.score,bike.description
3,Unknown Point Feature,1413669,3,2.38461538461538,0.923076923076923,0.923076923076923,35061129001,ON45150758,35,45.152172,-75.771618,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 00:48:48.533454,45.1515,-75.771,36,Somewhat Bikeable
4,Unknown Point Feature,1413689,4,8.42105263157895,3.44736842105263,3.44736842105263,35061129005,ON45120757,35,45.136548,-75.72263,3078,NORTH GOWER - KARS,OTTAWA,1,17,Car-Dependent,2022-10-25 19:39:48.249112,45.1365,-75.723,47,Somewhat Bikeable
3,Unknown Point Feature,1413638,3,1.66666666666667,0.777777777777778,0.666666666666667,35061128005,ON45120757,35,45.132595,-75.71725,3078,NORTH GOWER - KARS,OTTAWA,1,26,Car-Dependent,2022-10-13 23:47:08.204498,45.132,-75.717,48,Somewhat Bikeable
3,Unknown Point Feature,1413596,3,7.57777777777778,2.6,2.46666666666667,35061127011,ON45120757,35,45.128625,-75.71054,3078,NORTH GOWER - KARS,OTTAWA,1,23,Car-Dependent,2022-09-21 22:25:52.724724,45.129,-75.711,40,Somewhat Bikeable
3,Unknown Point Feature,1413406,3,8.25,2.75,2.75,35061126002,ON45150757,35,45.154036,-75.655444,3078,NORTH GOWER - KARS,OTTAWA,1,18,Car-Dependent,2022-10-13 12:03:22.765835,45.1545,-75.6555,34,Somewhat Bikeable
3,Unknown Point Feature,1405584,3,5,1.88888888888889,1.77777777777778,35060843013,ON45200757,35,45.187366,-75.685525,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:52:17.298901,45.1875,-75.6855,26,Somewhat Bikeable
3,Unknown Point Feature,1414066,3,3.42307692307692,1.30769230769231,1.19230769230769,35061132002,ON45080757,35,45.097811,-75.708351,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:50:28.931004,45.0975,-75.708,26,Somewhat Bikeable
3,Unknown Point Feature,1413747,3,11.0344827586207,3.89655172413793,3.89655172413793,35061130006,ON45120757,35,45.130626,-75.715373,3078,NORTH GOWER - KARS,OTTAWA,1,26,Car-Dependent,2022-09-09 09:36:23.560560,45.1305,-75.7155,45,Somewhat Bikeable
4,Unknown Point Feature,1413726,4,8.42105263157895,3.44736842105263,3.44736842105263,35061129005,ON45120757,35,45.131774,-75.716732,3078,NORTH GOWER - KARS,OTTAWA,1,26,Car-Dependent,2022-10-13 23:47:08.204498,45.132,-75.717,48,Somewhat Bikeable
3,Unknown Point Feature,1413696,3,8.42105263157895,3.44736842105263,3.44736842105263,35061129005,ON45120757,35,45.123846,-75.740624,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:40:12.324836,45.1245,-75.741,35,Somewhat Bikeable
3,Unknown Point Feature,1413457,3,4.63636363636364,1.59090909090909,1.54545454545455,35061126014,ON45150757,35,45.150215,-75.647669,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-12-02 04:29:18.643272,45.15,-75.648,33,Somewhat Bikeable
4,Unknown Point Feature,1405884,4,4,1.5,1.5,35060844006,ON45150757,35,45.149993,-75.645787,3078,NORTH GOWER - KARS,OTTAWA,1,12,Car-Dependent,2023-02-01 01:31:56.597999,45.15,-75.6465,32,Somewhat Bikeable
4,Unknown Point Feature,1413470,4,0.789473684210526,0.421052631578947,0.315789473684211,35061126015,ON45150757,35,45.132885,-75.660525,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-08-11 09:29:56.051382,45.1335,-75.66,26,Somewhat Bikeable
4,Unknown Point Feature,1405918,4,7.2093023255814,2.76744186046512,2.65116279069767,35060844008,ON45150757,35,45.159578,-75.645034,3078,NORTH GOWER - KARS,OTTAWA,1,9,Car-Dependent,2023-02-09 19:42:30.515776,45.159,-75.645,35,Somewhat Bikeable
4,Unknown Point Feature,1405809,4,1.125,0.40625,0.375,35060843031,ON45150757,35,45.149061,-75.673496,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:50:37.635177,45.1485,-75.6735,26,Somewhat Bikeable
4,Unknown Point Feature,1413655,4,10.4285714285714,3.57142857142857,3.46428571428571,35061128006,ON45120757,35,45.138596,-75.722187,3078,NORTH GOWER - KARS,OTTAWA,1,3,Car-Dependent,2022-12-19 10:36:44.647732,45.138,-75.7215,43,Somewhat Bikeable
3,Unknown Point Feature,1413393,3,4.20588235294118,2.17647058823529,1.91176470588235,35061125005,ON45120756,35,45.13497,-75.638441,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-12-05 23:22:51.273582,45.135,-75.639,28,Somewhat Bikeable
4,Unknown Point Feature,1405555,4,4.61111111111111,1.72222222222222,1.61111111111111,35060843006,ON45170757,35,45.191363,-75.728464,3078,NORTH GOWER - KARS,OTTAWA,1,1,Car-Dependent,2022-09-30 16:13:20.619998,45.192,-75.729,26,Somewhat Bikeable
4,Unknown Point Feature,1413606,4,7.57777777777778,2.6,2.46666666666667,35061127011,ON45150757,35,45.136225,-75.699263,3078,NORTH GOWER - KARS,OTTAWA,1,1,Car-Dependent,2022-08-11 11:41:01.375588,45.1365,-75.699,26,Somewhat Bikeable
3,Unknown Point Feature,1413671,3,2.38461538461538,0.923076923076923,0.923076923076923,35061129001,ON45170757,35,45.158148,-75.756796,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 00:50:59.350842,45.1575,-75.7575,38,Somewhat Bikeable
3,Unknown Point Feature,1405898,3,7.2093023255814,2.76744186046512,2.65116279069767,35060844008,ON45150757,35,45.150763,-75.644468,3078,NORTH GOWER - KARS,OTTAWA,1,12,Car-Dependent,2022-10-13 08:32:15.915035,45.1515,-75.645,34,Somewhat Bikeable
3,Unknown Point Feature,1413527,3,1.77777777777778,0.611111111111111,0.555555555555556,35061126017,ON45150757,35,45.13489,-75.686059,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-11-06 07:55:48.593287,45.135,-75.6855,23,Somewhat Bikeable
4,Unknown Point Feature,1405912,4,7.2093023255814,2.76744186046512,2.65116279069767,35060844008,ON45150757,35,45.156459,-75.641955,3078,NORTH GOWER - KARS,OTTAWA,1,3,Car-Dependent,2019-11-19 01:50:06.564510,45.156,-75.642,33,Somewhat Bikeable
3,Unknown Point Feature,1413382,3,4.20588235294118,2.17647058823529,1.91176470588235,35061125005,ON45100757,35,45.094786,-75.648474,3078,NORTH GOWER - KARS,OTTAWA,1,2,Car-Dependent,2019-11-19 01:49:36.544058,45.0945,-75.648,27,Somewhat Bikeable
4,Unknown Point Feature,1413681,4,2.38461538461538,0.923076923076923,0.923076923076923,35061129001,ON45170757,35,45.160068,-75.751983,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 00:47:39.197827,45.1605,-75.7515,33,Somewhat Bikeable
4,Unknown Point Feature,1413436,4,2.55555555555556,1.33333333333333,1.33333333333333,35061126009,ON45150757,35,45.142237,-75.645663,3078,NORTH GOWER - KARS,OTTAWA,1,6,Car-Dependent,2022-09-22 01:47:26.562129,45.1425,-75.645,26,Somewhat Bikeable
4,Unknown Point Feature,1405785,4,1.125,0.40625,0.375,35060843031,ON45150757,35,45.162981,-75.687665,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-08-13 16:03:53.274451,45.1635,-75.687,26,Somewhat Bikeable
4,Unknown Point Feature,1405880,4,3.75,1.25,1.25,35060844005,ON45150757,35,45.151047,-75.645903,3078,NORTH GOWER - KARS,OTTAWA,1,13,Car-Dependent,2022-09-21 22:25:52.319683,45.1515,-75.6465,35,Somewhat Bikeable
4,Unknown Point Feature,1413548,4,10.2631578947368,4.05263157894737,4.05263157894737,35061127008,ON45120757,35,45.138838,-75.71258,3078,NORTH GOWER - KARS,OTTAWA,1,9,Car-Dependent,2022-09-30 16:13:20.391396,45.1395,-75.7125,33,Somewhat Bikeable
4,Unknown Point Feature,1405568,4,5,1.88888888888889,1.77777777777778,35060843013,ON45200757,35,45.179239,-75.666566,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-08-11 06:56:47.033545,45.1785,-75.666,26,Somewhat Bikeable
3,Unknown Point Feature,1405585,3,5,1.88888888888889,1.77777777777778,35060843013,ON45200757,35,45.18311,-75.69634,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:45:50.854396,45.183,-75.696,26,Somewhat Bikeable
3,Unknown Point Feature,1413629,3,1.66666666666667,0.777777777777778,0.666666666666667,35061128005,ON45120757,35,45.134126,-75.71652,3078,NORTH GOWER - KARS,OTTAWA,1,24,Car-Dependent,2022-09-17 01:33:15.110681,45.1335,-75.717,48,Somewhat Bikeable
3,Unknown Point Feature,1405633,3,0,0.333333333333333,0.333333333333333,35060843021,ON45170757,35,45.155329,-75.709939,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2023-01-04 00:34:00.047901,45.156,-75.7095,24,Somewhat Bikeable
3,Unknown Point Feature,1413533,3,8.2,4.2,4,35061127004,ON45120757,35,45.131703,-75.716148,3078,NORTH GOWER - KARS,OTTAWA,1,26,Car-Dependent,2022-10-22 11:41:59.467840,45.132,-75.7155,46,Somewhat Bikeable
4,Unknown Point Feature,1413325,4,3.75,1.5,1.5,35061125001,ON45150757,35,45.13597,-75.653075,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:50:23.636797,45.1365,-75.6525,26,Somewhat Bikeable
3,Unknown Point Feature,1405900,3,7.2093023255814,2.76744186046512,2.65116279069767,35060844008,ON45150757,35,45.153437,-75.645154,3078,NORTH GOWER - KARS,OTTAWA,1,9,Car-Dependent,2023-02-09 22:05:50.741292,45.153,-75.645,36,Somewhat Bikeable
4,Unknown Point Feature,1405877,4,3.75,1.25,1.25,35060844005,ON45150757,35,45.150763,-75.646066,3078,NORTH GOWER - KARS,OTTAWA,1,13,Car-Dependent,2022-09-21 22:25:52.319683,45.1515,-75.6465,35,Somewhat Bikeable
4,Unknown Point Feature,1405875,4,4,1.25,1.25,35060844004,ON45150757,35,45.157449,-75.649606,3078,NORTH GOWER - KARS,OTTAWA,1,12,Car-Dependent,2023-02-01 02:16:37.538935,45.1575,-75.6495,39,Somewhat Bikeable
3,Unknown Point Feature,1413317,3,3.75,1.5,1.5,35061125001,ON45100757,35,45.109403,-75.65436,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-08-06 19:24:06.610907,45.1095,-75.654,26,Somewhat Bikeable
4,Unknown Point Feature,1413618,4,10.6666666666667,3.66666666666667,3.66666666666667,35061128001,ON45170757,35,45.152467,-75.708639,3078,NORTH GOWER - KARS,OTTAWA,1,3,Car-Dependent,2023-02-10 14:40:30.972830,45.153,-75.708,25,Somewhat Bikeable
4,Unknown Point Feature,1405939,4,8.14285714285714,2.28571428571429,2.14285714285714,35060844010,ON45150757,35,45.158674,-75.649244,3078,NORTH GOWER - KARS,OTTAWA,1,11,Car-Dependent,2023-02-01 02:16:28.060159,45.159,-75.6495,37,Somewhat Bikeable
3,Unknown Point Feature,1413787,3,10.0666666666667,3.73333333333333,3.73333333333333,35061130010,ON45120757,35,45.129436,-75.717498,3078,NORTH GOWER - KARS,OTTAWA,1,4,Car-Dependent,2023-01-02 20:04:14.683033,45.129,-75.717,44,Somewhat Bikeable
3,Unknown Point Feature,1414098,3,4.88235294117647,1.64705882352941,1.64705882352941,35061132003,ON45100757,35,45.083212,-75.679059,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:48:46.302159,45.0825,-75.6795,26,Somewhat Bikeable
4,Unknown Point Feature,1413309,4,3.75,1.5,1.5,35061125001,ON45120756,35,45.118183,-75.630305,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2022-11-16 01:24:52.286711,45.1185,-75.63,26,Somewhat Bikeable
3,Unknown Point Feature,1413643,3,10.4285714285714,3.57142857142857,3.46428571428571,35061128006,ON45120757,35,45.139179,-75.725475,3078,NORTH GOWER - KARS,OTTAWA,1,19,Car-Dependent,2023-02-01 01:31:28.061420,45.1395,-75.726,43,Somewhat Bikeable
3,Unknown Point Feature,1413697,3,8.42105263157895,3.44736842105263,3.44736842105263,35061129005,ON45120757,35,45.126909,-75.744497,3078,NORTH GOWER - KARS,OTTAWA,1,0,Car-Dependent,2019-11-19 01:57:26.593913,45.1275,-75.744,38,Somewhat Bikeable
3,Unknown Point Feature,1413727,3,4.57142857142857,1.85714285714286,1.85714285714286,35061130002,ON45120757,35,45.130866,-75.71792,3078,NORTH GOWER - KARS,OTTAWA,1,26,Car-Dependent,2022-10-01 02:02:40.033267,45.1305,-75.7185,48,Somewhat Bikeable
4,Unknown Point Feature,1424215,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.339424,-75.895309,3051,GREENBELT (WEST),OTTAWA,1,3,Car-Dependent,2022-11-05 23:58:58.415045,45.339,-75.8955,48,Somewhat Bikeable
4,Unknown Point Feature,1424161,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.349144,-75.845663,3051,GREENBELT (WEST),OTTAWA,1,3,Car-Dependent,2022-12-28 08:05:41.475149,45.3495,-75.846,57,Bikeable
3,Unknown Point Feature,1424143,3,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.355145,-75.855631,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2021-03-29 16:59:34.166666,45.3555,-75.855,48,Somewhat Bikeable
3,Unknown Point Feature,1398263,3,17.875,6.72916666666667,6.6875,35060623017,ON45340758,35,45.328081,-75.806521,3051,GREENBELT (WEST),OTTAWA,1,17,Car-Dependent,2021-09-04 21:37:29.606354,45.3285,-75.807,64,Bikeable
3,Unknown Point Feature,1430619,3,6.45454545454545,2.90909090909091,2.72727272727273,35061486005,ON45310757,35,45.315833,-75.701438,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2023-02-09 14:52:02.334068,45.3165,-75.702,31,Somewhat Bikeable
4,Unknown Point Feature,1424184,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45340759,35,45.328296,-75.890299,3051,GREENBELT (WEST),OTTAWA,1,19,Car-Dependent,2023-02-01 02:40:14.531761,45.3285,-75.891,71,Very Bikeable
3,Unknown Point Feature,1424042,3,0.511111111111111,0.0222222222222222,0.0222222222222222,35061386090,ON45310759,35,45.329824,-75.837437,3051,GREENBELT (WEST),OTTAWA,1,30,Car-Dependent,2019-11-19 00:10:52.658222,45.33,-75.837,41,Somewhat Bikeable
4,Unknown Point Feature,1424213,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.349368,-75.895117,3051,GREENBELT (WEST),OTTAWA,1,3,Car-Dependent,2019-11-19 00:06:05.348460,45.3495,-75.8955,29,Somewhat Bikeable
4,Unknown Point Feature,1424125,4,10.1538461538462,4.84615384615385,4.61538461538462,35061386098,ON45310759,35,45.305925,-75.823897,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2019-11-19 00:11:48.052778,45.306,-75.8235,37,Somewhat Bikeable
4,Unknown Point Feature,1430596,4,5,1.75,1.75,35061486003,ON45310757,35,45.306532,-75.706883,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2023-02-09 14:42:50.400599,45.306,-75.7065,31,Somewhat Bikeable
3,Unknown Point Feature,1423970,3,4.96666666666667,1.96666666666667,1.8,35061386065,ON45270759,35,45.288548,-75.83646,3051,GREENBELT (WEST),OTTAWA,1,6,Car-Dependent,2023-02-01 02:41:09.861675,45.288,-75.837,41,Somewhat Bikeable
3,Unknown Point Feature,1424094,3,0,0.03125,0.03125,35061386092,ON45310759,35,45.316638,-75.883606,3051,GREENBELT (WEST),OTTAWA,1,23,Car-Dependent,2023-02-01 02:44:21.227964,45.3165,-75.8835,45,Somewhat Bikeable
4,Unknown Point Feature,1424214,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.349562,-75.889288,3051,GREENBELT (WEST),OTTAWA,1,0,Car-Dependent,2022-04-23 02:02:46.518551,45.3495,-75.8895,21,Somewhat Bikeable
3,Unknown Point Feature,1423971,3,4.96666666666667,1.96666666666667,1.8,35061386065,ON45310759,35,45.292812,-75.835082,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2019-11-19 00:07:38.565265,45.2925,-75.8355,38,Somewhat Bikeable
3,Unknown Point Feature,1424049,3,0.511111111111111,0.0222222222222222,0.0222222222222222,35061386090,ON45310759,35,45.334484,-75.840143,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2022-10-15 23:59:19.438670,45.3345,-75.84,40,Somewhat Bikeable
4,Unknown Point Feature,1424139,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.341061,-75.842704,3051,GREENBELT (WEST),OTTAWA,1,2,Car-Dependent,2019-11-19 00:17:59.417519,45.3405,-75.843,52,Bikeable
3,Unknown Point Feature,1398299,3,17.875,6.72916666666667,6.6875,35060623017,ON45340758,35,45.322564,-75.804725,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2019-11-19 00:42:51.947380,45.3225,-75.804,53,Bikeable
4,Unknown Point Feature,1424149,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.346519,-75.844098,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2019-11-19 00:11:22.598558,45.3465,-75.8445,55,Bikeable
4,Unknown Point Feature,1424189,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.349078,-75.845845,3051,GREENBELT (WEST),OTTAWA,1,3,Car-Dependent,2022-12-28 08:05:41.475149,45.3495,-75.846,57,Bikeable
3,Unknown Point Feature,1423950,3,4.96666666666667,1.96666666666667,1.8,35061386065,ON45270759,35,45.282665,-75.83789,3051,GREENBELT (WEST),OTTAWA,1,11,Car-Dependent,2023-02-01 02:41:30.297293,45.282,-75.8385,47,Somewhat Bikeable
4,Unknown Point Feature,1423994,4,0.263157894736842,0.0526315789473684,0.0526315789473684,35061386086,ON45310759,35,45.299269,-75.833402,3051,GREENBELT (WEST),OTTAWA,1,7,Car-Dependent,2019-11-19 00:08:00.901193,45.3,-75.834,37,Somewhat Bikeable
3,Unknown Point Feature,1424032,3,0.511111111111111,0.0222222222222222,0.0222222222222222,35061386090,ON45310759,35,45.327325,-75.835992,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2022-12-22 07:25:47.250069,45.327,-75.8355,50,Bikeable
4,Unknown Point Feature,1424198,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.345229,-75.880382,3051,GREENBELT (WEST),OTTAWA,1,0,Car-Dependent,2023-02-01 02:38:42.234061,45.345,-75.8805,46,Somewhat Bikeable
4,Unknown Point Feature,1424130,4,10.1538461538462,4.84615384615385,4.61538461538462,35061386098,ON45310759,35,45.303762999999996,-75.825136,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2019-11-19 00:09:15.796629,45.3045,-75.825,37,Somewhat Bikeable
3,Unknown Point Feature,1424124,3,10.1538461538462,4.84615384615385,4.61538461538462,35061386098,ON45310759,35,45.30616,-75.83079,3051,GREENBELT (WEST),OTTAWA,1,12,Car-Dependent,2019-11-19 00:19:56.825051,45.306,-75.831,38,Somewhat Bikeable
4,Unknown Point Feature,1423996,4,0.263157894736842,0.0526315789473684,0.0526315789473684,35061386086,ON45310759,35,45.295004,-75.834783,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2019-11-19 00:10:51.767378,45.2955,-75.8355,37,Somewhat Bikeable
4,Unknown Point Feature,1424196,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.341469,-75.889244,3051,GREENBELT (WEST),OTTAWA,1,9,Car-Dependent,2019-11-19 00:17:20.666655,45.342,-75.8895,42,Somewhat Bikeable
4,Unknown Point Feature,1425384,4,17.3142857142857,4.94285714285714,4.91428571428571,35061426004,ON45310757,35,45.293142,-75.728083,3051,GREENBELT (WEST),OTTAWA,1,63,Somewhat Walkable,2023-02-09 14:36:22.984837,45.2925,-75.7275,75,Very Bikeable
4,Unknown Point Feature,1424146,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45340759,35,45.338653,-75.894743,3051,GREENBELT (WEST),OTTAWA,1,15,Car-Dependent,2020-06-22 15:50:34.678720,45.339,-75.894,52,Bikeable
4,Unknown Point Feature,1424219,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.339718,-75.897501,3051,GREENBELT (WEST),OTTAWA,1,18,Car-Dependent,2023-02-01 02:45:54.601651,45.339,-75.897,53,Bikeable
4,Unknown Point Feature,1424140,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45310759,35,45.334087,-75.855093,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2019-11-19 00:12:06.678244,45.3345,-75.855,39,Somewhat Bikeable
4,Unknown Point Feature,1424129,4,10.1538461538462,4.84615384615385,4.61538461538462,35061386098,ON45310759,35,45.302257,-75.829864,3051,GREENBELT (WEST),OTTAWA,1,6,Car-Dependent,2019-11-19 00:15:09.516876,45.303,-75.8295,37,Somewhat Bikeable
3,Unknown Point Feature,1424158,3,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45340759,35,45.344054,-75.882462,3051,GREENBELT (WEST),OTTAWA,1,8,Car-Dependent,2019-11-19 00:07:36.885999,45.3435,-75.882,48,Somewhat Bikeable
4,Unknown Point Feature,1424093,4,0,0.03125,0.03125,35061386092,ON45310759,35,45.334405,-75.840502,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2022-10-15 23:59:19.438670,45.3345,-75.84,40,Somewhat Bikeable
4,Unknown Point Feature,1424137,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45310759,35,45.33614,-75.850108,3051,GREENBELT (WEST),OTTAWA,1,6,Car-Dependent,2019-11-19 00:08:12.575532,45.336,-75.8505,36,Somewhat Bikeable
3,Unknown Point Feature,1424701,3,8.11111111111111,3.11111111111111,2.72222222222222,35061397003,ON45270757,35,45.290649,-75.726677,3051,GREENBELT (WEST),OTTAWA,1,61,Somewhat Walkable,2023-02-09 14:43:22.108596,45.291,-75.726,73,Very Bikeable
4,Unknown Point Feature,1423958,4,4.96666666666667,1.96666666666667,1.8,35061386065,ON45310759,35,45.302454,-75.821832,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2019-11-19 00:16:02.887278,45.303,-75.822,33,Somewhat Bikeable
4,Unknown Point Feature,1424182,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45340759,35,45.341279,-75.886142,3051,GREENBELT (WEST),OTTAWA,1,1,Car-Dependent,2023-02-01 02:38:56.036712,45.342,-75.8865,46,Somewhat Bikeable
4,Unknown Point Feature,1430598,4,5.2,1.86666666666667,1.8,35061486004,ON45310757,35,45.307482,-75.701307,3051,GREENBELT (WEST),OTTAWA,1,1,Car-Dependent,2023-02-09 14:48:17.308909,45.3075,-75.702,32,Somewhat Bikeable
3,Unknown Point Feature,1424472,3,0.131578947368421,0.0263157894736842,0.0263157894736842,35061391023,ON45290758,35,45.303267,-75.765829,3051,GREENBELT (WEST),OTTAWA,1,2,Car-Dependent,2019-11-19 00:40:55.231727,45.303,-75.7665,46,Somewhat Bikeable
4,Unknown Point Feature,1424126,4,10.1538461538462,4.84615384615385,4.61538461538462,35061386098,ON45310759,35,45.309018,-75.825776,3051,GREENBELT (WEST),OTTAWA,1,9,Car-Dependent,2023-02-01 02:44:27.706914,45.309,-75.8265,39,Somewhat Bikeable
3,Unknown Point Feature,1424142,3,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.353891,-75.848275,3051,GREENBELT (WEST),OTTAWA,1,10,Car-Dependent,2022-10-24 23:51:24.797327,45.354,-75.849,62,Bikeable
4,Unknown Point Feature,1430577,4,3,1,1,35061486001,ON45310757,35,45.313832,-75.702307,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2023-02-09 14:38:47.526754,45.3135,-75.702,29,Somewhat Bikeable
3,Unknown Point Feature,1424153,3,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45340759,35,45.340334,-75.89108,3051,GREENBELT (WEST),OTTAWA,1,6,Car-Dependent,2023-02-01 02:41:35.801400,45.3405,-75.891,47,Somewhat Bikeable
3,Unknown Point Feature,1424087,3,0,0.03125,0.03125,35061386092,ON45310759,35,45.319693,-75.86522,3051,GREENBELT (WEST),OTTAWA,1,0,Car-Dependent,2023-02-01 02:44:06.315027,45.3195,-75.8655,26,Somewhat Bikeable
4,Unknown Point Feature,1424181,4,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.35124,-75.847051,3051,GREENBELT (WEST),OTTAWA,1,5,Car-Dependent,2023-02-01 02:44:20.269724,45.351,-75.8475,59,Bikeable
3,Unknown Point Feature,1424694,3,8.11111111111111,3.11111111111111,2.72222222222222,35061397003,ON45270757,35,45.288837,-75.725731,3051,GREENBELT (WEST),OTTAWA,1,62,Somewhat Walkable,2023-02-09 14:29:04.018517,45.2895,-75.726,73,Very Bikeable
4,Unknown Point Feature,1424210,4,0.15625,0.0625,0.0625,35061386102,ON45340759,35,45.349401,-75.900952,3051,GREENBELT (WEST),OTTAWA,1,9,Car-Dependent,2019-11-19 00:12:07.706348,45.3495,-75.9015,36,Somewhat Bikeable
4,Unknown Point Feature,1439929,4,3.1219512195122,1.01219512195122,0.98780487804878,35061679007,ON45290758,35,45.296936,-75.790973,3051,GREENBELT (WEST),OTTAWA,1,0,Car-Dependent,2022-12-29 07:20:56.779774,45.297,-75.7905,28,Somewhat Bikeable
3,Unknown Point Feature,1424145,3,0.442307692307692,0.230769230769231,0.230769230769231,35061386100,ON45360759,35,45.351222,-75.865788,3051,GREENBELT (WEST),OTTAWA,1,2,Car-Dependent,2019-11-19 00:12:06.766130,45.351,-75.8655,39,Somewhat Bikeable
3,Unknown Point Feature,1424473,3,0.131578947368421,0.0263157894736842,0.0263157894736842,35061391023,ON45290758,35,45.299492,-75.763581,3051,GREENBELT (WEST),OTTAWA,1,4,Car-Dependent,2022-06-04 18:37:54.595734,45.3,-75.7635,45,Somewhat Bikeable
4,Unknown Point Feature,1424050,4,0.511111111111111,0.0222222222222222,0.0222222222222222,35061386090,ON45340758,35,45.333677,-75.813841,3051,GREENBELT (WEST),OTTAWA,1,26,Car-Dependent,2023-02-01 02:43:06.919426,45.333,-75.8145,72,Very Bikeable
3,Unknown Point Feature,1423983,3,0.263157894736842,0.0526315789473684,0.0526315789473684,35061386086,ON45310759,35,45.297838,-75.8732,3051,GREENBELT (WEST),OTTAWA,1,62,Somewhat Walkable,2019-11-19 00:11:16.394626,45.2985,-75.873,68,Bikeable
3,Unknown Point Feature,1424469,3,0.131578947368421,0.0263157894736842,0.0263157894736842,35061391023,ON45290758,35,45.310968,-75.770174,3051,GREENBELT (WEST),OTTAWA,1,3,Car-Dependent,2019-11-19 00:42:49.851284,45.3105,-75.7695,46,Somewhat Bikeable
4,Unknown Point Feature,1424086,4,0,0.03125,0.03125,35061386092,ON45310759,35,45.318762,-75.862676,3051,GREENBELT (WEST),OTTAWA,1,0,Car-Dependent,2019-11-19 00:16:15.360204,45.3195,-75.8625,28,Somewhat Bikeable
